Marque,Modéle,Année-Modele,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Premiére main,état,Airbags,Climatisation,ABS,ESP,CD/MP3/Bluetooth,Prix
seat,leon,2010,155000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,103000
hyundai,santa fe,2014,165000,diesel,8,automatique,5.0,non spécifié,oui,excellent,False,True,True,False,True,180000
peugeot,bipper,2014,7500,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,66000
renault,kangoo,2010,37500,diesel,6,manuelle,3.0,ww au maroc,non,trés bon,False,False,False,False,False,67000
renault,kangoo,2008,195000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,False,75000
citroen,xsara,2008,185000,diesel,7,manuelle,5.0,dédouanée,non,trés bon,False,False,False,False,False,67000
ford,focus,2006,195000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,74000
volkswagen,golf 5,2006,225000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,83000
volkswagen,golf 6,2009,175000,diesel,8,manuelle,5.0,dédouanée,non spécifié,excellent,True,True,True,True,True,130000
volkswagen,golf 5,2005,32500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,74000
volkswagen,golf 4,2003,12500,essence,8,manuelle,5.0,dédouanée,oui,excellent,True,True,True,False,True,82000
citroen,c4 picasso,2011,225000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,82000
ford,focus,2018,115000,diesel,6,manuelle,5.0,ww au maroc,oui,bon,True,True,True,True,True,160000
ford,focus,2005,22500,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,False,65000
volkswagen,caddy,2015,115000,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,145000
nissan,qashqai,2009,195000,diesel,6,manuelle,5.0,dédouanée,non,bon,True,True,True,False,True,110000
renault,kangoo,2009,275000,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,77000
audi,q5,2014,155000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,220000
peugeot,607,2002,185000,diesel,8,manuelle,5.0,non spécifié,non spécifié,trés bon,False,True,False,False,False,62000
volkswagen,golf 4,2001,225000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,True,True,True,68000
renault,clio,2019,7500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,True,True,False,True,116000
volkswagen,jetta,2017,165000,diesel,8,automatique,5.0,ww au maroc,non spécifié,bon,True,True,True,True,True,170000
seat,leon,2018,135000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,206000
peugeot,206+,2012,67500,essence,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,70000
citroen,c3,2012,87500,essence,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,72000
hyundai,i 40,2016,125000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,145000
ford,focus,2011,195000,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,95000
dacia,duster,2017,97500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,128000
volkswagen,touran,2009,2500,diesel,8,manuelle,5.0,dédouanée,oui,excellent,True,True,True,False,True,119000
opel,insignia,2009,175000,diesel,8,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,108000
citroen,c4,2008,175000,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,True,True,True,76000
ford,kuga,2014,155000,diesel,8,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,180000
hyundai,ix 35,2016,105000,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,180000
audi,q7,2011,195000,diesel,12,automatique,5.0,dédouanée,non,non spécifié,True,True,True,True,True,199000
ford,focus,2016,155000,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,150000
audi,q7,2011,155000,diesel,12,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,199000
volkswagen,golf 5,2005,225000,diesel,8,manuelle,5.0,dédouanée,non,excellent,True,True,True,True,True,95000
volkswagen,touran,2006,195000,diesel,9,manuelle,5.0,dédouanée,non,trés bon,True,False,True,True,False,103000
toyota,prado,2011,82500,diesel,11,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,200000
renault,clio,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,105000
mercedes-benz,classe c,2008,155000,diesel,8,manuelle,5.0,dédouanée,oui,excellent,False,False,False,False,False,130000
peugeot,407 sw,2008,175000,diesel,6,manuelle,5.0,dédouanée,oui,excellent,True,True,True,False,False,85000
hyundai,ix 35,2011,225000,diesel,8,automatique,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,132000
renault,kangoo,2012,135000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,82000
ford,focus,2010,195000,diesel,7,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,95000
toyota,rav 4,2009,17500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,90000
toyota,auris,2007,125000,essence,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,79000
mercedes-benz,classe a,2014,105000,diesel,6,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,175000
renault,fluence,2013,52500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,120000
renault,kangoo,2019,57500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,150000
volkswagen,jetta,2018,62500,diesel,8,automatique,5.0,non spécifié,non spécifié,excellent,False,True,False,False,False,160000
peugeot,tepee,2019,32500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,155000
dacia,sandero,2015,7500,diesel,5,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,False,False,False,True,67000
ford,kuga,2015,125000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,170000
renault,kangoo,2016,125000,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,True,True,True,True,127000
ford,fiesta,2016,2500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,105000
toyota,corolla,2005,155000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,False,True,False,False,True,65000
ford,fiesta,2012,97500,essence,7,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,87000
dacia,sandero,2021,22500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,128000
citroen,c4,2006,225000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,63000
renault,kangoo,2011,115000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,True,75000
peugeot,307 sw,2008,12500,diesel,6,manuelle,5.0,non spécifié,non,trés bon,True,True,True,True,True,80000
dacia,sandero,2018,52500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,False,True,True,True,False,115000
land rover,range rover,2013,12500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,230000
citroen,berlingo,2009,195000,diesel,7,manuelle,5.0,ww au maroc,non,excellent,False,True,True,False,False,65000
fiat,punto,2014,135000,diesel,6,manuelle,3.0,ww au maroc,non,trés bon,True,True,True,False,True,76000
ford,fiesta,2017,97500,diesel,7,--,5.0,non spécifié,oui,non spécifié,False,False,False,False,False,102000
toyota,auris,2007,185000,essence,8,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,True,True,63000
volkswagen,caddy,2015,135000,diesel,6,manuelle,3.0,pas encore dédouanée,non,trés bon,False,False,False,False,False,133000
kia,sportage,2016,115000,diesel,8,automatique,5.0,ww au maroc,oui,excellent,True,True,True,False,True,162000
renault,kangoo,2014,97500,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,True,True,False,True,120000
volkswagen,fox,1998,2500,diesel,10,manuelle,5.0,dédouanée,non,excellent,True,False,True,False,True,68000
fiat,bravo,2011,175000,diesel,5,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,78000
bmw,serie 3,2010,225000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,120000
hyundai,ix 35,2015,125000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,165000
dacia,logan,2020,22500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,111000
hyundai,i 10,2011,145000,essence,6,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,65000
dacia,duster,2014,145000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,False,112000
opel,astra,2011,105000,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,95000
land rover,range rover sport,2010,175000,diesel,12,automatique,5.0,importée neuve,non,non spécifié,True,True,True,True,True,140000
nissan,qashqai,2017,82500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,169000
hyundai,elantra,2017,27500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,154000
hyundai,santa fe,2007,22500,diesel,8,automatique,5.0,ww au maroc,non spécifié,excellent,False,False,False,False,False,90000
renault,kangoo,2014,185000,diesel,6,manuelle,3.0,ww au maroc,non spécifié,excellent,False,False,False,False,False,83000
audi,a4,2015,155000,diesel,8,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,True,190000
fiat,doblo,2015,225000,diesel,6,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,75000
alfa romeo,giulietta,2019,52500,diesel,6,automatique,5.0,ww au maroc,non spécifié,pour piéces,True,True,True,True,True,185000
volkswagen,caddy,2018,12500,diesel,8,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,155000
volkswagen,touareg,2010,195000,diesel,10,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,165000
renault,megane,2017,105000,diesel,7,automatique,5.0,non spécifié,non,trés bon,True,True,True,True,True,150000
ford,fiesta,2016,135000,essence,7,manuelle,5.0,non spécifié,non,excellent,True,True,True,True,True,86000
dacia,duster,2018,145000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,132000
volkswagen,golf 4,2001,225000,diesel,8,manuelle,5.0,dédouanée,non,bon,True,True,False,False,True,65000
renault,megane 3,2016,52500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,149000
peugeot,206,2012,155000,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,66000
peugeot,508,2012,185000,diesel,8,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,True,False,True,115000
peugeot,206,2012,155000,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,66000
peugeot,308,2009,225000,diesel,6,manuelle,5.0,non spécifié,non spécifié,correct,True,True,True,True,True,85000
hyundai,tucson,2006,185000,diesel,8,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,66000
hyundai,accent,2014,155000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,100000
dacia,sandero,2016,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,False,False,False,True,67000
dacia,logan,2009,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,70000
volkswagen,passat,2003,275000,diesel,8,manuelle,5.0,dédouanée,non,excellent,True,False,True,False,False,65000
mercedes-benz,220,2004,275000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,94000
volkswagen,golf 7,2016,115000,diesel,8,automatique,5.0,ww au maroc,non spécifié,non spécifié,True,True,True,True,True,178000
ford,fusion,2016,155000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,190000
volkswagen,polo,2011,87500,essence,7,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,90000
toyota,rav 4,2008,165000,diesel,9,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,True,99000
land rover,defender,2001,275000,diesel,10,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,True,125000
audi,a4,2009,325000,diesel,8,automatique,5.0,importée neuve,non,non spécifié,True,True,True,True,True,120000
peugeot,508,2014,135000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,116000
hyundai,i 30,2013,105000,diesel,6,automatique,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,120000
mercedes-benz,220,2004,57500,diesel,8,manuelle,5.0,dédouanée,non,trés bon,False,False,False,False,False,85000
peugeot,508,2017,7500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,145000
renault,clio,2015,105000,diesel,6,--,5.0,ww au maroc,oui,excellent,True,True,True,True,True,108000
peugeot,301,2015,105000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,96000
dacia,sandero,2019,87500,diesel,6,manuelle,5.0,non spécifié,oui,excellent,True,True,False,False,True,116000
dacia,dokker,2016,7500,diesel,6,manuelle,5.0,non spécifié,non,trés bon,False,True,False,False,False,100000
citroen,c3,2016,125000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,90000
renault,clio,2016,87500,diesel,7,automatique,5.0,ww au maroc,oui,trés bon,False,True,True,True,True,120000
citroen,c4,2017,135000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,114000
volkswagen,caddy,2008,325000,diesel,8,manuelle,5.0,dédouanée,non,bon,True,True,True,True,True,103000
skoda,octavia,2011,17500,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,112000
peugeot,3008,2010,175000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,106000
dacia,sandero,2018,97500,essence,7,manuelle,5.0,ww au maroc,non,bon,True,True,True,True,True,68000
citroen,c-elysee,2015,165000,essence,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,False,74000
volkswagen,golf 4,2003,225000,essence,9,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,True,False,True,62000
dacia,sandero,2011,185000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,67000
volkswagen,passat,2006,275000,diesel,8,manuelle,5.0,dédouanée,non,bon,False,False,False,False,False,84000
mercedes-benz,220,2005,225000,diesel,9,automatique,5.0,dédouanée,non,trés bon,True,True,True,True,True,118000
mercedes-benz,250,1997,2500,diesel,9,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
toyota,corolla,2008,145000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,False,73000
dacia,logan,2016,105000,diesel,6,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,85000
kia,ceed,2011,165000,electrique,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,85000
volkswagen,passat,2004,225000,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,True,False,67000
dacia,dokker,2018,12500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,True,True,103000
renault,kadjar,2019,52500,diesel,6,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,210000
peugeot,301,2018,37500,diesel,6,manuelle,5.0,non spécifié,non,excellent,True,True,True,False,True,112000
citroen,c4,2014,145000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,105000
volkswagen,passat cc,2014,125000,diesel,9,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,False,195000
renault,kangoo,2011,195000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,False,80000
opel,corsa,2010,225000,diesel,5,manuelle,5.0,importée neuve,non spécifié,excellent,True,False,True,True,False,67000
peugeot,308,2018,67500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,158000
hyundai,i 10,2011,135000,essence,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,True,True,60000
bmw,serie 3,2007,275000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,False,100000
kia,sportage,2008,17500,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,70000
hyundai,tucson,2005,17500,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,80000
opel,astra,2006,195000,diesel,7,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,False,65000
peugeot,5008,2016,72500,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,155000
dacia,sandero,2020,22500,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,127000
ford,c-max,2014,185000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,True,109000
jeep,renegade,2017,92500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,non spécifié,True,True,True,True,True,174000
ford,focus,2012,125000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,95000
peugeot,508,2014,17500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,118000
mercedes-benz,classe e,2010,225000,diesel,9,automatique,5.0,dédouanée,non spécifié,excellent,True,True,True,True,True,168000
hyundai,accent,2013,87500,diesel,6,automatique,5.0,ww au maroc,non,excellent,False,False,False,False,False,110000
nissan,qashqai,2017,62500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,205000
fiat,doblo,2016,425000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,bon,True,False,True,True,True,75000
kia,sorento,2005,375000,diesel,10,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,True,60000
renault,kangoo,2011,22500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,True,False,False,60000
dacia,sandero,2018,87500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,113000
volkswagen,passat,2002,225000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
dacia,duster,2021,22500,diesel,6,automatique,5.0,ww au maroc,oui,excellent,False,False,False,False,False,173000
peugeot,tepee,2010,2500,diesel,6,manuelle,5.0,non spécifié,non,excellent,True,True,False,False,False,90000
dacia,duster,2019,72500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,159000
peugeot,307,2007,32500,diesel,6,manuelle,5.0,non spécifié,non,trés bon,True,True,False,False,False,72000
renault,clio,2015,92500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,105000
fiat,500,2014,165000,diesel,5,manuelle,3.0,ww au maroc,oui,excellent,True,True,True,True,True,95000
volkswagen,golf 4,1998,325000,diesel,8,manuelle,5.0,dédouanée,non spécifié,trés bon,False,False,False,False,False,68000
ford,focus,2013,125000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,135000
volkswagen,golf 6,2010,92500,essence,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,120000
seat,leon,2008,225000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,84000
volkswagen,polo,2008,195000,essence,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,62000
renault,clio,2020,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,119000
citroen,c-elysée,2017,2500,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,True,True,False,False,True,102000
nissan,note,2015,105000,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,96000
mercedes-benz,220,2007,225000,diesel,9,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,140000
ford,fiesta,2010,105000,essence,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,63000
hyundai,i 30,2011,165000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,92000
volkswagen,golf 4,2000,2500,diesel,8,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,70300
citroen,c4 cactus,2020,17500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,158000
volkswagen,caddy,2008,275000,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,False,False,98000
ford,fiesta,2012,97500,essence,7,manuelle,5.0,importée neuve,oui,excellent,True,True,True,True,True,84000
volkswagen,caddy,2010,275000,diesel,5,manuelle,5.0,dédouanée,oui,excellent,True,True,True,True,True,125000
peugeot,2008,2016,87500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,170000
volkswagen,golf 4,2003,195000,diesel,8,manuelle,5.0,dédouanée,oui,excellent,True,True,True,True,True,93000
mercedes-benz,classe c,2008,225000,diesel,8,automatique,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,123500
dacia,lodgy,2014,125000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,110000
citroen,berlingo,2006,32500,diesel,7,manuelle,5.0,importée neuve,non spécifié,trés bon,False,False,False,False,False,63000
toyota,rav 4,2008,135000,diesel,9,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,95000
mercedes-benz,300,2010,17500,diesel,12,automatique,5.0,ww au maroc,non,trés bon,False,False,False,False,False,110000
toyota,rav 4,2007,225000,diesel,8,automatique,5.0,non spécifié,non spécifié,trés bon,True,True,False,False,False,98000
audi,a6,2013,155000,diesel,8,automatique,5.0,ww au maroc,non,excellent,False,False,False,False,False,195000
kia,ceed,2009,275000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,80000
dacia,logan,2012,135000,diesel,6,manuelle,5.0,ww au maroc,oui,bon,False,False,False,False,False,60000
renault,kangoo,2008,17500,diesel,7,manuelle,3.0,dédouanée,non,excellent,False,False,False,False,False,77000
dacia,duster,2017,92500,diesel,6,automatique,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,143000
volkswagen,golf 7,2014,12500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,163000
ford,kuga,2010,195000,diesel,8,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,106000
renault,latitude,2014,165000,diesel,8,automatique,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,125000
dacia,dokker,2016,87500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,True,108000
dacia,dokker van,2015,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,104000
renault,latitude,2011,225000,diesel,8,manuelle,5.0,ww au maroc,non,non spécifié,False,True,False,False,True,90000
peugeot,308,2008,77500,essence,8,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,72000
renault,clio,2015,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,99000
alfa romeo,159,2008,22500,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,78000
volkswagen,passat,2013,12500,diesel,8,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,143000
renault,clio,2014,165000,essence,5,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,85000
mercedes-benz,220,2000,325000,diesel,9,automatique,5.0,dédouanée,non,excellent,True,True,True,True,True,67000
mercedes-benz,classe c,2008,225000,diesel,8,automatique,5.0,dédouanée,non,trés bon,False,False,False,False,False,134000
fiat,doblo,2018,47500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,100000
ford,focus c-max,2009,225000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,non spécifié,True,True,True,True,True,83000
volkswagen,passat cc,2015,115000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,190000
mercedes-benz,250,1997,57500,diesel,9,manuelle,5.0,dédouanée,non,bon,True,True,True,True,True,60000
dacia,dokker,2016,2500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,False,115000
dacia,sandero,2014,7500,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,True,66000
toyota,rav 4,2007,225000,diesel,9,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,105000
hyundai,tucson,2016,42500,diesel,6,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,220000
renault,kangoo,2007,27500,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,60000
mercedes-benz,classe e,2014,155000,diesel,9,--,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,210000
dacia,logan,2018,52500,diesel,6,manuelle,5.0,ww au maroc,oui,bon,False,True,True,True,True,90000
opel,astra,2010,195000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,False,False,False,False,90000
skoda,octavia,2007,225000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,80000
fiat,doblo,2018,87500,diesel,5,manuelle,5.0,ww au maroc,non spécifié,bon,True,True,True,True,False,98000
volkswagen,golf 4,2007,225000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,False,68000
opel,corsa,2018,47500,essence,8,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,89000
citroen,berlingo,2018,115000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,True,True,True,False,False,125000
volkswagen,golf 4,2000,325000,diesel,8,manuelle,5.0,dédouanée,non spécifié,trés bon,False,False,False,False,False,66000
dacia,logan,2016,185000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,87000
audi,q5,2010,225000,diesel,12,automatique,5.0,importée neuve,non spécifié,trés bon,True,True,True,True,True,145000
bmw,serie 5,2007,155000,essence,14,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,67000
fiat,scudo,2010,145000,diesel,8,automatique,5.0,dédouanée,non,excellent,False,False,False,False,False,60000
renault,kangoo,2014,145000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,120000
jeep,grand cherokee,2012,225000,diesel,12,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,120000
mercedes-benz,220,1998,225000,diesel,8,--,5.0,dédouanée,non spécifié,excellent,True,True,True,True,True,63000
mercedes-benz,190,1992,52500,diesel,10,manuelle,5.0,dédouanée,non,non spécifié,False,False,False,False,False,72000
toyota,rav 4,2004,195000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,90000
kia,sportage,2016,62500,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,165000
dacia,duster,2010,275000,diesel,6,manuelle,5.0,importée neuve,non spécifié,non spécifié,True,True,False,False,False,97000
dacia,logan,2009,22500,diesel,6,manuelle,5.0,non spécifié,non,trés bon,True,True,True,False,True,64000
fiat,scudo,2010,145000,diesel,8,automatique,5.0,ww au maroc,non,excellent,False,False,False,False,False,60000
volkswagen,new beetle,2017,62500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,190000
opel,astra,2010,225000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,113000
mercedes-benz,classe c,2008,225000,diesel,9,automatique,5.0,dédouanée,non,trés bon,True,True,True,True,False,130000
skoda,octavia,2012,185000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,109000
citroen,c4 picasso,2008,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,100000
