Marque,Modéle,Année-Modele,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Premiére main,état,Airbags,Climatisation,ABS,ESP,CD/MP3/Bluetooth,Prix
renault,kadjar,2016,57500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,False,170000
renault,clio,2015,115000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,True,True,False,True,110000
renault,clio,2017,72500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,120000
renault,kangoo,2009,225000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,False,True,False,False,True,71000
renault,kangoo,2009,67500,diesel,7,automatique,3.0,ww au maroc,non,excellent,False,False,False,False,False,70000
renault,grand scenic,2006,275000,diesel,7,manuelle,5.0,dédouanée,non,bon,True,True,False,False,False,75000
renault,kangoo,2008,32500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,False,68000
renault,symbol,2013,325000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,False,62000
renault,master,2014,42500,diesel,9,manuelle,5.0,ww au maroc,oui,bon,False,False,True,False,True,150000
renault,espace,2000,195000,diesel,10,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,62000
renault,megane,2006,225000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,False,65000
renault,kangoo,2012,275000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,72000
renault,kangoo,2011,225000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,False,77000
renault,laguna,2003,275000,diesel,7,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
renault,clio,2016,82500,diesel,5,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,92000
renault,kangoo,2008,325000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,False,False,False,False,67000
renault,kangoo,2018,125000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,117000
renault,laguna,2010,185000,essence,11,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,True,60000
renault,clio,2021,12500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,160000
renault,kangoo,2009,175000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,False,True,False,False,73000
renault,clio,2018,72500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,115000
renault,12,2005,7500,diesel,6,automatique,5.0,ww au maroc,non,bon,False,True,False,False,False,60000
renault,megane coupe,2008,2500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,63000
renault,kangoo,2012,195000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,78000
renault,megane,2008,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,72000
renault,scenic,2001,275000,diesel,8,manuelle,5.0,dédouanée,non,excellent,True,True,False,False,True,60000
renault,fluence,2015,135000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,98000
renault,clio,2015,125000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,False,False,True,110000
renault,clio,2015,72500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,105000
renault,kangoo,2013,2500,diesel,6,--,5.0,ww au maroc,oui,non spécifié,True,False,False,False,True,86000
renault,clio,2016,135000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,105000
renault,megane 3,2013,225000,diesel,7,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,96000
renault,megane 3,2014,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,120000
renault,kangoo,2011,22500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
renault,clio,2018,105000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,109000
renault,megane,1999,275000,diesel,7,manuelle,5.0,dédouanée,oui,trés bon,True,False,True,False,False,60000
renault,kangoo,2007,195000,diesel,7,manuelle,3.0,ww au maroc,non,excellent,False,False,False,False,False,70000
renault,clio,2017,105000,diesel,6,--,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,103000
renault,clio,2016,145000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,98000
renault,kangoo,2008,425000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,68000
renault,kangoo,2011,115000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,True,75000
renault,megane,2004,275000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,63000
renault,captur,2021,7500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,217000
renault,megane,2007,225000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,63000
renault,clio,2019,42500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,125000
renault,kangoo,2011,185000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,True,False,True,True,False,75000
renault,kangoo,2011,185000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,True,False,True,True,False,75000
renault,megane,2009,135000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,75000
renault,clio,2017,12500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,113000
renault,talisman,2016,97500,diesel,8,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,198000
renault,clio,2015,125000,diesel,6,manuelle,5.0,non spécifié,non,trés bon,False,False,False,False,False,103000
renault,clio,2020,22500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,155000
renault,scenic,2005,165000,diesel,7,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,60000
renault,clio,2007,105000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,False,True,70000
renault,kangoo,2009,185000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,False,False,False,False,65000
renault,clio,2020,22500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,118000
renault,kangoo,2012,325000,essence,8,manuelle,5.0,ww au maroc,non spécifié,bon,False,False,False,False,False,73000
renault,kangoo,2013,275000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,83000
renault,clio,2013,225000,essence,7,manuelle,5.0,ww au maroc,non,excellent,True,False,True,True,True,67000
renault,kangoo,2011,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,87000
renault,kangoo,2005,17500,diesel,6,manuelle,5.0,dédouanée,non,non spécifié,True,False,False,False,False,68000
renault,megane,2006,97500,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,65000
renault,kangoo,2008,225000,diesel,6,--,5.0,ww au maroc,non,bon,False,False,False,False,False,65000
renault,megane 3,2011,195000,diesel,7,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,97000
renault,kangoo,2005,27500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,False,False,False,True,62000
renault,clio,2013,145000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,92000
renault,megane 3,2015,87500,diesel,6,manuelle,5.0,dédouanée,non,excellent,True,True,True,False,True,130000
renault,captur,2020,12500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,185000
renault,laguna,2003,22500,diesel,7,manuelle,5.0,ww au maroc,oui,bon,False,True,True,False,False,62000
renault,megane 3,2011,17500,diesel,7,manuelle,3.0,ww au maroc,non,excellent,True,True,True,True,True,88000
renault,megane,2019,82500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,162000
renault,kangoo,2011,155000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,False,False,False,False,77000
renault,kangoo,2019,97500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,127000
renault,kangoo,2008,165000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,70000
renault,megane 3,2010,105000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,93000
renault,megane,2017,155000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,158000
renault,kangoo,2011,275000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,75000
renault,clio,2017,105000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,102000
renault,scenic,2010,225000,diesel,6,manuelle,5.0,importée neuve,non,trés bon,True,True,True,False,True,100000
renault,kangoo,2007,185000,diesel,6,manuelle,5.0,dédouanée,non,trés bon,True,False,True,False,True,65000
renault,kangoo,2004,375000,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,63000
renault,kangoo,2011,225000,diesel,7,--,5.0,ww au maroc,non,trés bon,False,False,False,False,True,75000
renault,kangoo,2015,275000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,98000
renault,clio,2018,2500,diesel,6,automatique,5.0,non spécifié,oui,excellent,True,True,True,False,True,125000
renault,kangoo,2012,195000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,False,True,False,False,83000
renault,megane,2018,52500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,160000
renault,megane 3,2010,115000,diesel,6,--,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,90000
renault,kangoo,2006,275000,diesel,6,manuelle,5.0,non spécifié,oui,trés bon,True,True,False,False,False,80000
renault,clio,2018,82500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,128000
renault,clio,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,128000
renault,clio,2014,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,True,104000
renault,kangoo,2013,22500,diesel,6,manuelle,3.0,ww au maroc,non,trés bon,True,False,False,False,False,67000
renault,scenic,2010,165000,diesel,6,manuelle,5.0,dédouanée,oui,excellent,False,False,False,False,False,107000
renault,clio,2014,175000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,99000
renault,16,2015,77500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,True,False,True,110500
renault,clio,2019,32500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,False,False,True,123000
renault,kangoo,2009,325000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,72000
renault,kangoo,2013,37500,diesel,7,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,85000
renault,megane,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,150000
renault,kangoo,2013,27500,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,True,False,False,85000
renault,scenic,2012,165000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,115000
renault,kangoo,2016,105000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,112000
renault,kangoo,2011,225000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,74000
renault,scenic,2010,165000,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,90000
renault,megane,2006,7500,diesel,6,manuelle,5.0,pas encore dédouanée,non spécifié,trés bon,True,True,True,False,False,67000
renault,megane 4,2021,57500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,False,200000
renault,kangoo,2020,82500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,137000
renault,kangoo,2012,225000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,83000
renault,kangoo,2012,225000,diesel,7,manuelle,5.0,ww au maroc,oui,bon,False,False,False,False,False,70000
renault,kangoo,2010,27500,diesel,7,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,75000
renault,clio,2018,72500,diesel,6,manuelle,5.0,non spécifié,non,excellent,True,True,True,False,True,110000
renault,clio,2007,175000,essence,7,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,65000
renault,kangoo,2019,57500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,False,False,True,133000
renault,scenic,2010,195000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,False,95000
renault,megane 3,2015,135000,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,True,False,True,125000
renault,laguna,2009,195000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,87000
renault,kangoo,2010,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,False,False,False,False,75000
renault,kangoo,2008,225000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,False,True,False,True,66000
renault,megane sedan,2019,57500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,160000
renault,fluence,2013,125000,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,115000
renault,kangoo,2007,175000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,True,75000
renault,kangoo,2011,135000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,True,True,75000
renault,laguna,2003,2500,diesel,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,62000
renault,clio,2014,115000,essence,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,82000
renault,megane 3,2013,165000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,106000
renault,clio,2010,145000,essence,11,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,70000
renault,clio,2013,225000,essence,5,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,63000
renault,kadjar,2017,115000,diesel,6,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,168000
renault,megane 3,2009,27500,diesel,7,manuelle,5.0,ww au maroc,non,bon,True,True,True,True,True,85000
renault,kangoo,2005,195000,diesel,6,manuelle,5.0,importée neuve,oui,bon,False,True,True,False,False,62000
renault,symbol,2009,195000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,69000
renault,megane,1999,275000,diesel,7,manuelle,5.0,dédouanée,non spécifié,trés bon,True,False,True,False,False,65000
renault,kangoo,2010,225000,diesel,6,manuelle,5.0,non spécifié,non,excellent,False,False,False,False,False,70000
renault,clio,2009,135000,essence,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,64300
renault,clio,2017,72500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,108000
renault,megane,2007,175000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,67000
renault,megane,2005,325000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,False,65000
renault,clio,2018,145000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,104000
renault,kangoo,2006,275000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,True,70000
renault,grand scenic,2004,165000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,False,True,False,False,True,70000
renault,megane 3,2013,225000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,110000
renault,kadjar,2017,125000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,170000
renault,kangoo,2009,12500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,75000
renault,megane,2009,275000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,False,True,True,True,True,78000
renault,clio,2017,135000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,False,102000
renault,megane,2004,92500,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,60000
renault,kangoo,2014,7500,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,True,92000
renault,kangoo,2009,225000,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,75000
renault,clio,2019,62500,diesel,6,manuelle,5.0,non spécifié,oui,excellent,True,True,True,False,True,130000
renault,kangoo,2005,2500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,False,True,False,True,68000
renault,clio,2019,32500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,False,125000
renault,symbol,2012,225000,essence,7,manuelle,5.0,ww au maroc,non,non spécifié,True,True,False,False,True,60000
renault,clio,2014,155000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,False,True,100000
renault,clio,2012,225000,diesel,6,manuelle,5.0,importée neuve,non,trés bon,True,True,True,True,True,83000
renault,kangoo,2013,22500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,False,True,False,False,80000
renault,clio,2019,67500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,False,125000
renault,kadjar,2016,135000,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,False,False,False,False,160000
renault,clio,2018,2500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,True,True,True,True,116000
renault,kangoo,2009,185000,diesel,7,manuelle,5.0,ww au maroc,non,excellent,True,False,True,False,True,62000
renault,megane 3,2016,125000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,123000
renault,kangoo,2006,2500,diesel,7,--,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,65000
renault,laguna,2007,225000,diesel,7,manuelle,5.0,ww au maroc,oui,non spécifié,True,False,False,False,False,63000
renault,kangoo,2010,225000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,False,81000
renault,laguna,2007,225000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,False,True,False,True,63000
renault,koleos,2014,12500,essence,8,manuelle,5.0,non spécifié,non,non spécifié,False,True,False,False,False,140000
renault,clio,2019,32500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,125000
renault,megane 3,2015,135000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,114000
renault,megane 3,2012,195000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,99900
renault,clio,2016,17500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,False,97000
renault,symbol,2012,225000,essence,7,manuelle,5.0,ww au maroc,non,non spécifié,True,True,False,False,True,60000
renault,kangoo,2009,47500,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,72000
renault,megane,2014,77500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,False,False,False,117000
renault,fluence,2010,165000,diesel,6,manuelle,5.0,importée neuve,non,non spécifié,False,False,False,False,False,65000
renault,kangoo,2005,275000,diesel,7,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,True,83000
renault,captur,2014,115000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,125000
renault,clio,2018,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,126000
renault,clio,2013,105000,essence,11,manuelle,5.0,non spécifié,non spécifié,non spécifié,True,True,True,True,True,95000
renault,clio,2013,12500,essence,6,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,62000
renault,kangoo,2018,72500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,137000
renault,kangoo,2013,145000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,85000
renault,kangoo,2011,325000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,False,False,False,False,70000
renault,megane,2017,87500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,142000
renault,kangoo express,2019,82500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,117000
renault,kangoo,2011,175000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,77000
renault,clio,2018,105000,diesel,5,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,False,108000
renault,kangoo,2012,375000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,True,False,False,68000
renault,clio,2018,97500,diesel,5,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,116000
renault,kangoo,2012,225000,diesel,6,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,True,True,97000
renault,scenic,2007,195000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,75000
renault,kangoo,2015,145000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,108000
renault,megane,2007,195000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,False,72000
renault,megane coupe,2018,87500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,155000
renault,scenic,2004,225000,diesel,7,manuelle,5.0,importée neuve,oui,excellent,True,True,True,True,True,75000
renault,clio,2010,115000,essence,11,manuelle,5.0,non spécifié,non,non spécifié,False,False,False,False,False,80000
renault,kangoo,2011,195000,diesel,5,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
renault,clio,2011,165000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,105000
renault,scenic,2005,225000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,False,False,False,False,False,69000
renault,fluence,2010,175000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,65000
renault,megane,2007,195000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,False,False,72000
renault,clio,2019,52500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,132000
renault,kangoo,2019,22500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,True,142000
renault,clio,2019,47500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,120000
renault,kangoo,2007,185000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,60000
renault,kangoo,2016,275000,diesel,6,manuelle,5.0,non spécifié,oui,excellent,False,False,False,False,False,98000
renault,koleos,2009,155000,diesel,8,automatique,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,95000
renault,kangoo,2016,225000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,False,True,True,False,True,120000
renault,clio,2013,87500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,False,False,True,90000
renault,megane,2014,87500,diesel,6,manuelle,5.0,non spécifié,oui,trés bon,True,True,True,False,True,130000
renault,clio,2017,97500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,107000
renault,clio,2017,97500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,108000
renault,clio,2008,195000,essence,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,62000
renault,megane 3,2014,125000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,True,True,True,False,False,113000
renault,clio,2007,225000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,True,False,False,65000
renault,kangoo,2009,115000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,80000
renault,captur,2014,145000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,114000
renault,kangoo,2015,145000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,113000
renault,kangoo,2019,12500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,145000
renault,clio,2017,97500,diesel,7,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,126000
renault,kangoo,2016,145000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,True,False,False,True,115000
renault,kangoo,2011,135000,diesel,6,manuelle,5.0,ww au maroc,oui,bon,False,False,False,False,False,98000
renault,laguna,2001,275000,diesel,7,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,False,False,62000
renault,kangoo,2017,97500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,140000
renault,scenic,2010,275000,diesel,6,manuelle,5.0,dédouanée,non,non spécifié,True,True,True,False,False,94000
renault,kangoo,2008,175000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,False,76000
renault,kangoo,2006,225000,diesel,7,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,65000
renault,megane,2019,32500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,185000
renault,clio,2018,57500,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,117000
renault,clio,2008,105000,essence,7,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,63000
renault,kangoo,2010,225000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,True,True,False,True,80000
renault,clio,2020,12500,diesel,7,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,153000
renault,clio,2016,17500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,96000
renault,clio,2014,77500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,93000
renault,kangoo,2008,82500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,True,80000
renault,kangoo,2012,175000,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,90000
renault,laguna,2004,32500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,60000
renault,kangoo,2012,115000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,62000
renault,clio,2008,17500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,68000
renault,clio,2016,155000,diesel,6,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,97000
renault,clio,2018,57500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,130000
renault,avantime,2014,105000,diesel,6,manuelle,5.0,non spécifié,non,bon,True,True,False,False,True,105000
renault,clio,2018,57500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,119000
renault,kangoo,2011,185000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,88000
renault,12,2009,12500,essence,7,manuelle,5.0,ww au maroc,non,excellent,False,True,False,False,False,73000
renault,clio,2015,155000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,95000
renault,megane 3,2012,97500,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,117000
renault,clio,2018,105000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,118000
renault,clio,2007,145000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,72000
renault,megane,2017,62500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,False,True,155000
renault,scenic,2004,275000,diesel,7,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,63000
renault,clio,2016,155000,diesel,6,--,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,97000
