,Lien,Ville,Secteur,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
7387,https://www.avito.ma/fr/agdal/voitures/Bmw_serie_3_f30_pack_m_46821844.htm,Fès,Agdal,BMW,Serie 3,2012,160 000 - 169 999,Diesel,8,Manuelle,5.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180000
7388,https://www.avito.ma/fr/khouribga/voitures/fait_doblo_46821736.htm,Khouribga,Toute la ville,Fiat,Doblo,2016,15 000 - 19 999,Diesel,5,Manuelle,5.0,WW au Maroc,Non,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,78000
7389,https://www.avito.ma/fr/bourgogne/voitures/Touareg_v6_42361497.htm,Casablanca,Bourgogne,Volkswagen,Touareg,2015,160 000 - 169 999,Diesel,12,Automatique,5.0,WW au Maroc,Oui,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,260000
7390,https://www.avito.ma/fr/corniche/voitures/Megane_4_46821146.htm,Mohammedia,Corniche,Renault,Megane,2019,85 000 - 89 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163000
7391,https://www.avito.ma/fr/casablanca/voitures/audi_q5__46820917.htm,Casablanca,,Audi,Q5,2010,200 000 - 249 999,Diesel,8,Manuelle,,Dédouanée,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,175000
7392,https://www.avito.ma/fr/el_jadida/voitures/Dacia_Dokker_46820783.htm,El Jadida,,Dacia,Dokker,2016,25 000 - 29 999,Diesel,6,Manuelle,,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,104000
7393,https://www.avito.ma/fr/temara/voitures/Mercedes_Benz_46820632.htm,Temara,,Mercedes-Benz,220,2009,190 000 - 199 999,Diesel,9,Automatique,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,128000
7394,https://www.avito.ma/fr/hay_hassani/voitures/MERCEDES_220_2L_4__ESSENCE_11CV_46820564.htm,Casablanca,Hay Hassani,Mercedes-Benz,220,2009,150 000 - 159 999,Essence,11,Automatique,5.0,Dédouanée,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,111500
7395,https://www.avito.ma/fr/casablanca/voitures/range_rover__46820420.htm,Casablanca,,Land Rover,Range Rover Sport,2015,180 000 - 189 999,Diesel,12,Automatique,5.0,WW au Maroc,,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,390000
7396,https://www.avito.ma/fr/rabat/voitures/opel_corsa_D_%C3%A0_vendre_toute_options_46820348.htm,Rabat,,Opel,Corsa,2008,200 000 - 249 999,Diesel,5,Manuelle,5.0,WW au Maroc,,,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,76000
7397,https://www.avito.ma/fr/hay_karima/voitures/Audi_Q5_TFSI__SLINE_177_ch_tdi_8cv_bva_import%C3%A9___46380131.htm,Salé,Hay Karima,Audi,Q5,2013,150 000 - 159 999,Diesel,8,Automatique,5.0,Importée neuve,Oui,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,310000
7398,https://www.avito.ma/fr/agadir_melloul/voitures/Toyota_corolla_46820179.htm,Agadir Melloul,Toute la ville,Toyota,Corolla,2006,25 000 - 29 999,Diesel,8,Manuelle,5.0,WW au Maroc,,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,70000
7399,https://www.avito.ma/fr/souk_sebt_ouled_nemma/voitures/Volkswagen_caddy__46820143.htm,Souk Sebt Ouled Nemma,,Volkswagen,Caddy,2008,0 - 4 999,Diesel,8,Manuelle,5.0,Dédouanée,,,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,100000
7400,https://www.avito.ma/fr/ouled_teima/voitures/%D9%84%D9%84%D8%A8%D9%8A%D8%B9_%D8%AF%D8%A7%D8%B5%D9%8A%D8%A7_%D9%84%D9%88%D8%BA%D8%A7%D9%86__46820118.htm,Ouled Teïma,,Dacia,Logan,2014,170 000 - 179 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,79000
7401,https://www.avito.ma/fr/mohammedia/voitures/bon_%C3%A9tat_a_vendre_46819911.htm,Mohammedia,,Opel,Astra,2008,160 000 - 169 999,Diesel,7,Manuelle,5.0,,Non,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76000
7402,https://www.avito.ma/fr/maarif/voitures/Mercedes_Classe_C200_46819830.htm,Casablanca,Maarif,Mercedes-Benz,Classe C,2008,200 000 - 249 999,Diesel,9,Manuelle,5.0,WW au Maroc,,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,118000
7403,https://www.avito.ma/fr/bir_rami/voitures/Toyota_46819745.htm,Kénitra,Bir Rami,Toyota,Corolla,2008,120 000 - 129 999,Diesel,5,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90000
7404,https://www.avito.ma/fr/centre/voitures/Golf_5_2L__46819741.htm,Kénitra,Centre,Volkswagen,GOLF 5,2006,250 000 - 299 999,Diesel,8,Manuelle,5.0,Importée neuve,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,81000
7405,https://www.avito.ma/fr/f%C3%A8s/voitures/superbe_CITRO%C3%8BN_C4_DIESEL_1_6HDI_TT_OPTIONS_6CHV_46819261.htm,Fès,,Citroen,C4,2006,0 - 4 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64000
7406,https://www.avito.ma/fr/tanger/voitures/kango_46819225.htm,Tanger,,Renault,Kangoo,2015,160 000 - 169 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,125000
7407,https://www.avito.ma/fr/b%C3%A9ni_mellal/voitures/Renault_Kangoo_DCI_6_portes__46818854.htm,Béni Mellal,Toute la ville,Renault,Kangoo,2011,200 000 - 249 999,Diesel,6,Manuelle,5.0,,Non,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75000
7408,https://www.avito.ma/fr/hay_dakhla/voitures/Ford_focus_ghia_46470493.htm,Agadir,Hay Dakhla,Ford,Focus,2008,200 000 - 249 999,Diesel,7,Manuelle,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,94000
7409,https://www.avito.ma/fr/t%C3%A9touan/voitures/kia_picanto_46470336.htm,Tétouan,,Kia,Picanto,2007,180 000 - 189 999,Essence,6,Manuelle,5.0,WW au Maroc,Non,,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,540000
7410,https://www.avito.ma/fr/imouzzerkendar/voitures/Passat_Volkswagen_46470234.htm,Imouzzer-Kendar,Toute la ville,Volkswagen,Passat,1999,200 000 - 249 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,65000
7411,https://www.avito.ma/fr/mekn%C3%A8s/voitures/Mercedes_Benz_220_46470205.htm,Meknès,,Mercedes-Benz,220,2007,180 000 - 189 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,144000
7412,https://www.avito.ma/fr/centre/voitures/Peugeot_301__46470092.htm,El Jadida,Centre,Peugeot,301,2020,25 000 - 29 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,149000
7413,https://www.avito.ma/fr/mekn%C3%A8s/voitures/Audi_46469993.htm,Meknès,,Audi,Q7,2007,150 000 - 159 999,Diesel,12,Automatique,5.0,Dédouanée,Oui,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,120000
7414,https://www.avito.ma/fr/casablanca/voitures/kangoo_Renault_46469876.htm,Casablanca,,Renault,Kangoo,2011,0 - 4 999,Diesel,6,Manuelle,,WW au Maroc,Non,Bon,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,82000
7415,https://www.avito.ma/fr/casablanca/voitures/alfa_romyo__46469738.htm,Casablanca,,Alfa Romeo,Giulietta,2018,60 000 - 64 999,Diesel,7,Automatique,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,178000
7416,https://www.avito.ma/fr/ain_taoujdate/voitures/Citro%C3%ABn_DS_5_46469712.htm,Ain Taoujdate,,Citroen,DS5,2013,20 000 - 24 999,Diesel,6,Automatique,5.0,Dédouanée,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,190000
7417,https://www.avito.ma/fr/marrakech/voitures/kuga_1_5_46469577.htm,Marrakech,,Ford,Kuga,2018,55 000 - 59 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,190000
7418,https://www.avito.ma/fr/f%C3%A8s/voitures/_Logan_46469557.htm,Fès,,Dacia,Logan,2015,0 - 4 999,Diesel,6,Manuelle,5.0,Dédouanée,Oui,,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,83000
7419,https://www.avito.ma/fr/hay_riad/voitures/Jeep_wrangler_sahara_4_0___46469546.htm,Rabat,Hay Riad,Jeep,Wrangler,1999,110 000 - 119 999,Essence,6,Automatique,3.0,Dédouanée,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,220000
7420,https://www.avito.ma/fr/anfa/voitures/Megan_2__46469274.htm,Casablanca,Anfa,Renault,Megane,2005,15 000 - 19 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72000
7421,https://www.avito.ma/fr/tanger/voitures/Hyundai_46469217.htm,Tanger,,Hyundai,Santa Fe,2008,200 000 - 249 999,Diesel,8,Manuelle,5.0,Dédouanée,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,130000
7422,https://www.avito.ma/fr/errachidia/voitures/Volkswagen_Touran_Style_46468867.htm,Errachidia,,Volkswagen,Touran,2011,180 000 - 189 999,Diesel,6,Manuelle,5.0,Dédouanée,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,160000
7423,https://www.avito.ma/fr/la%C3%A2youne/voitures/Toyota_46468849.htm,Laâyoune,,Toyota,Corolla,2005,10 000 - 14 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,600200
7424,https://www.avito.ma/fr/bourgogne/voitures/Renault_Laguna__46468774.htm,Casablanca,Bourgogne,Renault,Laguna,2008,200 000 - 249 999,Diesel,7,Manuelle,5.0,WW au Maroc,,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,65000
7425,https://www.avito.ma/fr/jawhara/voitures/Tt_options_46468743.htm,El Jadida,Jawhara,Dacia,Lodgy,2017,90 000 - 94 999,Diesel,6,Manuelle,5.0,Dédouanée,Oui,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,120000
7426,https://www.avito.ma/fr/casablanca/voitures/_dacia_duster_46468381.htm,Casablanca,,Dacia,Duster,2012,10 000 - 14 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,115000
7427,https://www.avito.ma/fr/youssoufia/voitures/_Ford_Fiesta_46468375.htm,Youssoufia,Toute la ville,Ford,Fiesta,2016,45 000 - 49 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,120000
7428,https://www.avito.ma/fr/tabriquet/voitures/Peugeot_Partner_Origin_46468123.htm,Salé,Tabriquet,Peugeot,Partner,2011,250 000 - 299 999,Diesel,7,Manuelle,5.0,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
7429,https://www.avito.ma/fr/casablanca/voitures/tomobil_mzyana_46467992.htm,Casablanca,,Ford,Fiesta,2009,200 000 - 249 999,Diesel,7,Manuelle,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,70000
7430,https://www.avito.ma/fr/autre_secteur/voitures/Dacia_Duster__46467953.htm,El Jadida,Autre secteur,Dacia,Duster,2018,65 000 - 69 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,160000
7431,https://www.avito.ma/fr/marjane_2/voitures/Ford_focus_46467887.htm,Meknès,Marjane 2,Ford,Focus,2010,170 000 - 179 999,Diesel,7,Manuelle,5.0,Dédouanée,Non,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,95000
7432,https://www.avito.ma/fr/settat/voitures/Kongoo_D65_M2008__46467666.htm,Settat,,Renault,Kangoo,2007,160 000 - 169 999,Diesel,7,Manuelle,5.0,WW au Maroc,Oui,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67000
7433,https://www.avito.ma/fr/yacoub_el_mansour/voitures/voiture_46467622.htm,Rabat,Yacoub El Mansour,Alfa Romeo,Giulietta,2014,140 000 - 149 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
7434,https://www.avito.ma/fr/hamria/voitures/_voiture_46466613.htm,Meknès,Hamria,Mercedes-Benz,Classe B,2016,35 000 - 39 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200000
7435,https://www.avito.ma/fr/zemamra/voitures/Renault_46466546.htm,Zemamra,,Renault,Kangoo,2008,45 000 - 49 999,Diesel,6,Automatique,,WW au Maroc,Oui,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88000
7436,https://www.avito.ma/fr/k%C3%A9nitra/voitures/Golf_passat_46466537.htm,Kénitra,,Volkswagen,Passat,2006,250 000 - 299 999,Diesel,8,Manuelle,,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,82000
7437,https://www.avito.ma/fr/tanger/voitures/Dacia_46466248.htm,Tanger,,Dacia,Dokker,2018,10 000 - 14 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,90000
7438,https://www.avito.ma/fr/sal%C3%A9/voitures/NISSAN__46466172.htm,Salé,,Nissan,Qashqai,2016,85 000 - 89 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,163000
7439,https://www.avito.ma/fr/marrakech/voitures/Volkswagen_47471020.htm,Marrakech,,Volkswagen,Passat,2002,20 000 - 24 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,72000
7440,https://www.avito.ma/fr/derb_ghallef/voitures/logan__47470876.htm,Casablanca,Derb Ghallef,Dacia,Logan,2020,25 000 - 29 999,Diesel,6,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105000
7441,https://www.avito.ma/fr/marrakech/voitures/Citroen_47470807.htm,Marrakech,,Citroen,C4,2007,40 000 - 44 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,61000
7442,https://www.avito.ma/fr/casablanca/voitures/fiat_47470789.htm,Casablanca,,Fiat,FIORINO,2018,170 000 - 179 999,Diesel,5,Manuelle,3.0,WW au Maroc,Oui,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,90000
7443,https://www.avito.ma/fr/agadir/voitures/Renault_clio_47470684.htm,Agadir,,Renault,Clio,2012,140 000 - 149 999,Essence,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,60000
7444,https://www.avito.ma/fr/taza/voitures/fiat_ga3da_47470683.htm,Taza,Toute la ville,Fiat,Uno,1998,5 000 - 9 999,Essence,7,Manuelle,5.0,WW au Maroc,Non,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,205000
7445,https://www.avito.ma/fr/al_kassam/voitures/Hyndai_ix_35_tout_option_47470619.htm,Dakhla,Al Kassam,Hyundai,ix 35,2012,180 000 - 189 999,Diesel,8,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,130000
7446,https://www.avito.ma/fr/casablanca/voitures/Volkswagen_47470611.htm,Casablanca,,Volkswagen,Touareg,2009,10 000 - 14 999,Diesel,8,Automatique,5.0,WW au Maroc,Oui,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,97000
7447,https://www.avito.ma/fr/chefchaouen/voitures/Dacia_Logan_47470574.htm,Chefchaouen,,Dacia,Logan,2018,45 000 - 49 999,Diesel,6,Manuelle,,,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,113000
7448,https://www.avito.ma/fr/larache/voitures/kadjar_47470533.htm,Larache,,Renault,Kadjar,2016,40 000 - 44 999,Diesel,6,Manuelle,5.0,,Non,,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,173000
7449,https://www.avito.ma/fr/casablanca/voitures/Hyundai_i_10_47470414.htm,Casablanca,,Hyundai,i 10,2016,85 000 - 89 999,Essence,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,75000
7450,https://www.avito.ma/fr/errachidia/voitures/Toyota_4_4_47470347.htm,Errachidia,,Toyota,Land Cruiser,1998,0 - 4 999,Diesel,12,Manuelle,5.0,WW au Maroc,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165000
7451,https://www.avito.ma/fr/nador/voitures/Hyundai_47470342.htm,Nador,,Hyundai,ix 35,2014,170 000 - 179 999,Diesel,8,Automatique,5.0,WW au Maroc,Non,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170000
7452,https://www.avito.ma/fr/al_aroui/voitures/Golf_4_47470338.htm,Nador,Al aroui,Volkswagen,GOLF 4,2003,180 000 - 189 999,Diesel,8,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85000
7453,https://www.avito.ma/fr/nouaceur/voitures/MERCEDES_E_270_47470335.htm,Nouaceur,Toute la ville,Mercedes-Benz,270,2004,200 000 - 249 999,Diesel,11,Manuelle,5.0,WW au Maroc,Non,Bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,61000
7454,https://www.avito.ma/fr/f%C3%A8s/voitures/Ford_47470247.htm,Fès,,Ford,Ka,2013,140 000 - 149 999,Essence,7,Manuelle,3.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,68000
7455,https://www.avito.ma/fr/ouarzazate/voitures/kongoo_dci_en_bon_%C3%A9tat__47470200.htm,Ouarzazate,,Renault,Kangoo,2012,200 000 - 249 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Bon,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,64000
7456,https://www.avito.ma/fr/el_hajeb/voitures/Renault_47470193.htm,El Hajeb,Toute la ville,Renault,Espace,2004,180 000 - 189 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90500
7457,https://www.avito.ma/fr/centre_ville/voitures/Golf_4_voiture_tt_option_47470168.htm,Tanger,Centre ville,Volkswagen,GOLF 4,2002,150 000 - 159 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,73000
7458,https://www.avito.ma/fr/taza/voitures/Dacia_dokker_gris_fonc%C3%A9e_47470073.htm,Taza,Toute la ville,Dacia,Dokker,2015,140 000 - 149 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,99600
7459,https://www.avito.ma/fr/casablanca/voitures/Volkswagen_47470061.htm,Casablanca,,Volkswagen,Touareg,2009,20 000 - 24 999,Diesel,8,Automatique,5.0,WW au Maroc,Oui,,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,97000
7460,https://www.avito.ma/fr/marrakech/voitures/hyundai_i40__47470006.htm,Marrakech,,Hyundai,i 40,2015,120 000 - 129 999,Diesel,7,Automatique,5.0,WW au Maroc,,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,160000
7461,https://www.avito.ma/fr/agadir/voitures/Renault_Kangoo_47469903.htm,Agadir,,Renault,Kangoo,2005,180 000 - 189 999,Diesel,6,Manuelle,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70000
7462,https://www.avito.ma/fr/centre_ville/voitures/Mercedes_Benz_220_47469809.htm,Nador,Centre Ville,Mercedes-Benz,220,1999,190 000 - 199 999,Diesel,9,Manuelle,5.0,Dédouanée,Non,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,75000
7463,https://www.avito.ma/fr/marrakech/voitures/207_Peugeot_47469804.htm,Marrakech,,Peugeot,207,2009,20 000 - 24 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,73000
7464,https://www.avito.ma/fr/casablanca/voitures/Kia_47469793.htm,Casablanca,,Kia,Carens,2008,5 000 - 9 999,Diesel,8,Manuelle,5.0,WW au Maroc,Oui,Bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,71000
7465,https://www.avito.ma/fr/marrakech/voitures/Dacia_47469741.htm,Marrakech,,Dacia,Sandero,2016,0 - 4 999,Diesel,6,--,5.0,,Oui,Très bon,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,97000
7466,https://www.avito.ma/fr/al_hociema/voitures/volkswagen__47469729.htm,Al Hoceïma,Toute la ville,Volkswagen,Touareg,2012,160 000 - 169 999,Diesel,12,Automatique,5.0,WW au Maroc,Oui,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,170000
7467,https://www.avito.ma/fr/agdal/voitures/Hyundai_toute_options_47469574.htm,Fès,Agdal,Hyundai,H-1,2013,35 000 - 39 999,Diesel,9,--,5.0,WW au Maroc,Oui,Excellent,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,140000
7468,https://www.avito.ma/fr/casablanca/voitures/volkswagen__47469552.htm,Casablanca,,Volkswagen,GOLF 4,2001,120 000 - 129 999,Diesel,8,Manuelle,5.0,Dédouanée,Non,Excellent,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,72000
7469,https://www.avito.ma/fr/casablanca/voitures/M%C3%A9gane__47469503.htm,Casablanca,,Renault,Megane,2019,10 000 - 14 999,Diesel,6,Manuelle,5.0,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,180000
7470,https://www.avito.ma/fr/azilal/voitures/Dacia_Duster_47469485.htm,Azilal,,Dacia,Duster,2013,120 000 - 129 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,105000
7471,https://www.avito.ma/fr/oujda/voitures/Polo_Volkswagen_47469439.htm,Oujda,,Volkswagen,Polo,2009,15 000 - 19 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,84000
7472,https://www.avito.ma/fr/errachidia/voitures/Peugeot_206_47536387.htm,Errachidia,,Peugeot,206+,2013,90 000 - 94 999,Essence,6,Manuelle,,,,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,69000
7473,https://www.avito.ma/fr/autre_secteur/voitures/vente_volkswagen_touareg_47536069.htm,El Jadida,Autre secteur,Volkswagen,Touareg,2013,110 000 - 119 999,Diesel,12,Automatique,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,140000
7474,https://www.avito.ma/fr/kh%C3%A9nifra/voitures/kangoo_%C3%A0_vendre__47536058.htm,Khénifra,,Renault,Kangoo,2012,190 000 - 199 999,Diesel,6,Manuelle,5.0,WW au Maroc,Oui,Très bon,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,81000
7475,https://www.avito.ma/fr/centre/voitures/Ford_Kuga_Titanium_47535759.htm,Kénitra,Centre,Ford,Kuga,2016,140 000 - 149 999,Diesel,8,Automatique,5.0,WW au Maroc,Oui,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,199000
7476,https://www.avito.ma/fr/maarif/voitures/AUDI_A8L_Ttes_Options_Haut_de_Gamme_Suuper_Prix____47535457.htm,Casablanca,Maarif,Audi,A8,2013,120 000 - 129 999,Diesel,12,Automatique,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,400000
7477,https://www.avito.ma/fr/k%C3%A9nitra/voitures/Peugeot_301_47535440.htm,Kénitra,,Peugeot,301,2015,70 000 - 74 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,100000
7478,https://www.avito.ma/fr/sal%C3%A9/voitures/fiat_panda____toutes_options_47535182.htm,Salé,,Fiat,Panda,2019,40 000 - 44 999,Essence,7,Manuelle,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,87000
7479,https://www.avito.ma/fr/oulfa/voitures/BMW_X5_47535092.htm,Casablanca,Oulfa,BMW,X5,2016,180 000 - 189 999,Diesel,8,Automatique,5.0,WW au Maroc,Oui,Très bon,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,290000
7480,https://www.avito.ma/fr/sala_el_jadida/voitures/Renault_M%C3%A9gane_intence_47534921.htm,Salé,Sala el Jadida,Renault,Megane,2020,20 000 - 24 999,Diesel,6,Automatique,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,218000
7481,https://www.avito.ma/fr/agadir_melloul/voitures/Renault_Kangoo_47534783.htm,Agadir Melloul,,Renault,Kangoo,2012,180 000 - 189 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,85000
7482,https://www.avito.ma/fr/autre_secteur/voitures/Dacia_Logan_47534448.htm,Agadir,Autre secteur,Dacia,Logan,2012,150 000 - 159 999,Diesel,6,Manuelle,5.0,WW au Maroc,Non,Très bon,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,72000
7483,https://www.avito.ma/fr/tanger/voitures/Hyundai_santa_fe_a_vendre_en_tr%C3%A8s_bon_%C3%A9tat__47533880.htm,Tanger,,Hyundai,Santa Fe,2008,200 000 - 249 999,Diesel,8,Automatique,5.0,WW au Maroc,Non,Excellent,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,90000
7484,https://www.avito.ma/fr/marjane_2/voitures/Peugeot_47533533.htm,Meknès,Marjane 2,Peugeot,Expert,2015,200 000 - 249 999,Diesel,7,--,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120000
